daysfromstart,sp,strat,temp,individual,location,origin,germinated,uniqind
6,PLALAN,60,20.7,US03,USA--Walden,USA,1,PLALAN_US03
NA,PLALAN,60,20.7,US25,USA--Arnold Arboretum ,USA,0,PLALAN_US25
8,PLALAN,60,20.7,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
10,PLALAN,60,20.7,US03,USA--Walden,USA,1,PLALAN_US03
8,PLALAN,60,20.7,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
NA,PLALAN,60,20.7,US27,USA--Arnold Arboretum ,USA,0,PLALAN_US27
16,PLALAN,60,25.3,US05,USA--Walden,USA,1,PLALAN_US05
49,PLALAN,60,25.3,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
NA,PLALAN,60,25.3,US27,USA--Arnold Arboretum ,USA,0,PLALAN_US27
NA,PLALAN,60,25.3,US20,USA--Arnold Arboretum ,USA,0,PLALAN_US20
6,PLALAN,60,25.3,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
NA,PLALAN,60,25.3,US27,USA--Arnold Arboretum ,USA,0,PLALAN_US27
NA,PLALAN,60,25.3,US01,USA--Walden,USA,0,PLALAN_US01
16,PLALAN,60,25.3,US21,USA--Arnold Arboretum ,USA,1,PLALAN_US21
10,PLALAN,60,25.3,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
12,PLALAN,60,25.3,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
NA,PLALAN,60,25.3,US02,USA--Walden,USA,0,PLALAN_US02
8,PLALAN,60,25.3,US24,USA--Arnold Arboretum ,USA,1,PLALAN_US24
NA,PLALAN,60,25.3,US25,USA--Arnold Arboretum ,USA,0,PLALAN_US25
NA,PLALAN,60,25.3,US27,USA--Arnold Arboretum ,USA,0,PLALAN_US27
6,PLALAN,60,25.3,US03,USA--Walden,USA,1,PLALAN_US03
6,PLALAN,60,25.3,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
12,PLALAN,60,25.3,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
NA,PLALAN,60,25.3,US03,USA--Walden,USA,0,PLALAN_US03
8,PLALAN,60,25.3,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
14,PLALAN,60,25.3,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
NA,CAPBUR,60,11.3,EU13,"Europe--Copenhagen, Denmark",Europe,0,CAPBUR_EU13
NA,PLACOR,60,11.3,EU04,"Europe--Vlieland, The Netherlands",Europe,0,PLACOR_EU04
8,DACGLO,60,11.3,EU06,"Europe--Bois de Boulogne, Paris, France",Europe,1,DACGLO_EU06
NA,PLALAN,30,11.3,US01,USA--Walden,USA,0,PLALAN_US01
14,PLALAN,30,11.3,US21,USA--Arnold Arboretum ,USA,1,PLALAN_US21
12,PLALAN,30,11.3,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
16,PLALAN,30,11.3,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
10,DACGLO,60,11.3,US22,USA--Arnold Arboretum ,USA,1,DACGLO_US22
8,CAPBUR,60,11.3,EU07,"Europe--Leer, Germany",Europe,1,CAPBUR_EU07
6,PLACOR,60,11.3,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
NA,PLACOR,60,11.3,EU04,"Europe--Vlieland, The Netherlands",Europe,0,PLACOR_EU04
4,DACGLO,60,11.3,EU06,"Europe--Bois de Boulogne, Paris, France",Europe,1,DACGLO_EU06
10,PLALAN,30,11.3,US02,USA--Walden,USA,1,PLALAN_US02
14,PLALAN,30,11.3,US24,USA--Arnold Arboretum ,USA,1,PLALAN_US24
12,PLALAN,30,11.3,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
10,PLALAN,30,11.3,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
10,DACGLO,60,11.3,US22,USA--Arnold Arboretum ,USA,1,DACGLO_US22
8,CAPBUR,60,11.3,EU07,"Europe--Leer, Germany",Europe,1,CAPBUR_EU07
6,PLACOR,60,11.3,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
6,PLACOR,60,11.3,EU04,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU04
8,DACGLO,60,11.3,EU06,"Europe--Bois de Boulogne, Paris, France",Europe,1,DACGLO_EU06
10,PLALAN,30,11.3,US03,USA--Walden,USA,1,PLALAN_US03
8,PLALAN,30,11.3,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
8,PLALAN,30,11.3,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
10,DACGLO,60,11.3,US22,USA--Arnold Arboretum ,USA,1,DACGLO_US22
NA,CAPBUR,60,11.3,EU13,"Europe--Copenhagen, Denmark",Europe,0,CAPBUR_EU13
6,PLACOR,60,11.3,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
6,PLACOR,60,11.3,EU04,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU04
12,PLALAN,30,11.3,US03,USA--Walden,USA,1,PLALAN_US03
NA,PLALAN,30,11.3,US25,USA--Arnold Arboretum ,USA,0,PLALAN_US25
10,PLALAN,30,11.3,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
6,CAPBUR,60,11.3,EU07,"Europe--Leer, Germany",Europe,1,CAPBUR_EU07
NA,CAPBUR,60,11.3,EU13,"Europe--Copenhagen, Denmark",Europe,0,CAPBUR_EU13
6,PLACOR,60,11.3,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
6,PLACOR,60,11.3,EU04,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU04
16,PLALAN,30,11.3,US05,USA--Walden,USA,1,PLALAN_US05
12,PLALAN,30,11.3,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
NA,PLALAN,30,11.3,US27,USA--Arnold Arboretum ,USA,0,PLALAN_US27
12,DACGLO,60,11.3,US22,USA--Arnold Arboretum ,USA,1,DACGLO_US22
NA,CAPBUR,60,11.3,EU07,"Europe--Leer, Germany",Europe,0,CAPBUR_EU07
NA,CAPBUR,60,11.3,EU13,"Europe--Copenhagen, Denmark",Europe,0,CAPBUR_EU13
6,PLACOR,60,11.3,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
12,DACGLO,60,11.3,EU06,"Europe--Bois de Boulogne, Paris, France",Europe,1,DACGLO_EU06
NA,PLALAN,30,11.3,US20,USA--Arnold Arboretum ,USA,0,PLALAN_US20
NA,PLALAN,30,11.3,US25,USA--Arnold Arboretum ,USA,0,PLALAN_US25
16,PLALAN,30,11.3,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
12,DACGLO,60,11.3,US22,USA--Arnold Arboretum ,USA,1,DACGLO_US22
8,CAPBUR,60,11.3,EU07,"Europe--Leer, Germany",Europe,1,CAPBUR_EU07
NA,CAPBUR,60,11.3,EU13,"Europe--Copenhagen, Denmark",Europe,0,CAPBUR_EU13
NA,CAPBUR,60,16,EU13,"Europe--Copenhagen, Denmark",Europe,0,CAPBUR_EU13
NA,PLACOR,60,16,EU04,"Europe--Vlieland, The Netherlands",Europe,0,PLACOR_EU04
14,DACGLO,60,16,EU06,"Europe--Bois de Boulogne, Paris, France",Europe,1,DACGLO_EU06
10,PLALAN,30,16,US01,USA--Walden,USA,1,PLALAN_US01
NA,PLALAN,30,16,US21,USA--Arnold Arboretum ,USA,0,PLALAN_US21
20,PLALAN,30,16,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
NA,PLALAN,30,16,US27,USA--Arnold Arboretum ,USA,0,PLALAN_US27
18,DACGLO,60,16,US22,USA--Arnold Arboretum ,USA,1,DACGLO_US22
NA,CAPBUR,60,16,EU07,"Europe--Leer, Germany",Europe,0,CAPBUR_EU07
8,PLACOR,60,16,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
6,PLACOR,60,16,EU04,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU04
6,DACGLO,60,16,EU06,"Europe--Bois de Boulogne, Paris, France",Europe,1,DACGLO_EU06
6,PLALAN,30,16,US02,USA--Walden,USA,1,PLALAN_US02
10,PLALAN,30,16,US24,USA--Arnold Arboretum ,USA,1,PLALAN_US24
10,PLALAN,30,16,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
NA,PLALAN,30,16,US27,USA--Arnold Arboretum ,USA,0,PLALAN_US27
6,DACGLO,60,16,US22,USA--Arnold Arboretum ,USA,1,DACGLO_US22
6,CAPBUR,60,16,EU07,"Europe--Leer, Germany",Europe,1,CAPBUR_EU07
8,PLACOR,60,16,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
NA,PLACOR,60,16,EU04,"Europe--Vlieland, The Netherlands",Europe,0,PLACOR_EU04
10,DACGLO,60,16,EU06,"Europe--Bois de Boulogne, Paris, France",Europe,1,DACGLO_EU06
NA,PLALAN,30,16,US03,USA--Walden,USA,0,PLALAN_US03
NA,PLALAN,30,16,US25,USA--Arnold Arboretum ,USA,0,PLALAN_US25
6,PLALAN,30,16,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
6,DACGLO,60,16,US22,USA--Arnold Arboretum ,USA,1,DACGLO_US22
NA,CAPBUR,60,16,EU13,"Europe--Copenhagen, Denmark",Europe,0,CAPBUR_EU13
6,PLACOR,60,16,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
NA,PLACOR,60,16,EU04,"Europe--Vlieland, The Netherlands",Europe,0,PLACOR_EU04
6,PLALAN,30,16,US03,USA--Walden,USA,1,PLALAN_US03
8,PLALAN,30,16,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
12,PLALAN,30,16,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
NA,CAPBUR,60,16,EU07,"Europe--Leer, Germany",Europe,0,CAPBUR_EU07
NA,CAPBUR,60,16,EU13,"Europe--Copenhagen, Denmark",Europe,0,CAPBUR_EU13
4,PLACOR,60,16,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
NA,PLACOR,60,16,EU04,"Europe--Vlieland, The Netherlands",Europe,0,PLACOR_EU04
6,PLALAN,30,16,US05,USA--Walden,USA,1,PLALAN_US05
NA,PLALAN,30,16,US25,USA--Arnold Arboretum ,USA,0,PLALAN_US25
NA,PLALAN,30,16,US27,USA--Arnold Arboretum ,USA,0,PLALAN_US27
NA,DACGLO,60,16,US22,USA--Arnold Arboretum ,USA,0,DACGLO_US22
8,CAPBUR,60,16,EU07,"Europe--Leer, Germany",Europe,1,CAPBUR_EU07
NA,CAPBUR,60,16,EU13,"Europe--Copenhagen, Denmark",Europe,0,CAPBUR_EU13
8,PLACOR,60,16,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
6,DACGLO,60,16,EU06,"Europe--Bois de Boulogne, Paris, France",Europe,1,DACGLO_EU06
NA,PLALAN,30,16,US20,USA--Arnold Arboretum ,USA,0,PLALAN_US20
4,PLALAN,30,16,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
6,PLALAN,30,16,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
18,DACGLO,60,16,US22,USA--Arnold Arboretum ,USA,1,DACGLO_US22
16,CAPBUR,60,16,EU07,"Europe--Leer, Germany",Europe,1,CAPBUR_EU07
NA,CAPBUR,60,16,EU13,"Europe--Copenhagen, Denmark",Europe,0,CAPBUR_EU13
NA,CAPBUR,60,20.7,EU13,"Europe--Copenhagen, Denmark",Europe,0,CAPBUR_EU13
4,PLACOR,60,20.7,EU04,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU04
6,DACGLO,60,20.7,EU06,"Europe--Bois de Boulogne, Paris, France",Europe,1,DACGLO_EU06
8,PLALAN,30,20.7,US01,USA--Walden,USA,1,PLALAN_US01
NA,PLALAN,30,20.7,US21,USA--Arnold Arboretum ,USA,0,PLALAN_US21
4,PLALAN,30,20.7,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
NA,PLALAN,30,20.7,US27,USA--Arnold Arboretum ,USA,0,PLALAN_US27
6,DACGLO,60,20.7,US22,USA--Arnold Arboretum ,USA,1,DACGLO_US22
4,CAPBUR,60,20.7,EU07,"Europe--Leer, Germany",Europe,1,CAPBUR_EU07
4,PLACOR,60,20.7,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
NA,PLACOR,60,20.7,EU04,"Europe--Vlieland, The Netherlands",Europe,0,PLACOR_EU04
6,DACGLO,60,20.7,EU06,"Europe--Bois de Boulogne, Paris, France",Europe,1,DACGLO_EU06
6,PLALAN,30,20.7,US02,USA--Walden,USA,1,PLALAN_US02
10,PLALAN,30,20.7,US24,USA--Arnold Arboretum ,USA,1,PLALAN_US24
6,PLALAN,30,20.7,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
49,PLALAN,30,20.7,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
NA,DACGLO,60,20.7,US22,USA--Arnold Arboretum ,USA,0,DACGLO_US22
4,CAPBUR,60,20.7,EU07,"Europe--Leer, Germany",Europe,1,CAPBUR_EU07
4,PLACOR,60,20.7,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
6,PLACOR,60,20.7,EU04,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU04
NA,DACGLO,60,20.7,EU06,"Europe--Bois de Boulogne, Paris, France",Europe,0,DACGLO_EU06
NA,PLALAN,30,20.7,US03,USA--Walden,USA,0,PLALAN_US03
6,PLALAN,30,20.7,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
4,PLALAN,30,20.7,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
6,DACGLO,60,20.7,US22,USA--Arnold Arboretum ,USA,1,DACGLO_US22
NA,CAPBUR,60,20.7,EU13,"Europe--Copenhagen, Denmark",Europe,0,CAPBUR_EU13
4,PLACOR,60,20.7,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
4,PLACOR,60,20.7,EU04,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU04
NA,PLALAN,30,20.7,US03,USA--Walden,USA,0,PLALAN_US03
6,PLALAN,30,20.7,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
NA,PLALAN,30,20.7,US27,USA--Arnold Arboretum ,USA,0,PLALAN_US27
4,CAPBUR,60,20.7,EU07,"Europe--Leer, Germany",Europe,1,CAPBUR_EU07
NA,CAPBUR,60,20.7,EU13,"Europe--Copenhagen, Denmark",Europe,0,CAPBUR_EU13
4,PLACOR,60,20.7,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
NA,PLACOR,60,20.7,EU04,"Europe--Vlieland, The Netherlands",Europe,0,PLACOR_EU04
NA,PLALAN,30,20.7,US05,USA--Walden,USA,0,PLALAN_US05
6,PLALAN,30,20.7,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
NA,PLALAN,30,20.7,US27,USA--Arnold Arboretum ,USA,0,PLALAN_US27
8,DACGLO,60,20.7,US22,USA--Arnold Arboretum ,USA,1,DACGLO_US22
4,CAPBUR,60,20.7,EU07,"Europe--Leer, Germany",Europe,1,CAPBUR_EU07
NA,CAPBUR,60,20.7,EU13,"Europe--Copenhagen, Denmark",Europe,0,CAPBUR_EU13
6,PLACOR,60,20.7,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
4,DACGLO,60,20.7,EU06,"Europe--Bois de Boulogne, Paris, France",Europe,1,DACGLO_EU06
10,PLALAN,30,20.7,US20,USA--Arnold Arboretum ,USA,1,PLALAN_US20
8,PLALAN,30,20.7,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
NA,PLALAN,30,20.7,US27,USA--Arnold Arboretum ,USA,0,PLALAN_US27
4,DACGLO,60,20.7,US22,USA--Arnold Arboretum ,USA,1,DACGLO_US22
8,CAPBUR,60,20.7,EU07,"Europe--Leer, Germany",Europe,1,CAPBUR_EU07
NA,CAPBUR,60,20.7,EU13,"Europe--Copenhagen, Denmark",Europe,0,CAPBUR_EU13
4,CAPBUR,60,25.3,EU13,"Europe--Copenhagen, Denmark",Europe,1,CAPBUR_EU13
6,PLACOR,60,25.3,EU04,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU04
4,DACGLO,60,25.3,EU06,"Europe--Bois de Boulogne, Paris, France",Europe,1,DACGLO_EU06
8,PLALAN,30,25.3,US01,USA--Walden,USA,1,PLALAN_US01
4,PLALAN,30,25.3,US21,USA--Arnold Arboretum ,USA,1,PLALAN_US21
10,PLALAN,30,25.3,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
NA,PLALAN,30,25.3,US27,USA--Arnold Arboretum ,USA,0,PLALAN_US27
49,DACGLO,60,25.3,US22,USA--Arnold Arboretum ,USA,1,DACGLO_US22
4,CAPBUR,60,25.3,EU07,"Europe--Leer, Germany",Europe,1,CAPBUR_EU07
6,PLACOR,60,25.3,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
NA,PLACOR,60,25.3,EU04,"Europe--Vlieland, The Netherlands",Europe,0,PLACOR_EU04
4,DACGLO,60,25.3,EU06,"Europe--Bois de Boulogne, Paris, France",Europe,1,DACGLO_EU06
8,PLALAN,30,25.3,US02,USA--Walden,USA,1,PLALAN_US02
6,PLALAN,30,25.3,US24,USA--Arnold Arboretum ,USA,1,PLALAN_US24
6,PLALAN,30,25.3,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
4,PLALAN,30,25.3,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
4,DACGLO,60,25.3,US22,USA--Arnold Arboretum ,USA,1,DACGLO_US22
4,CAPBUR,60,25.3,EU07,"Europe--Leer, Germany",Europe,1,CAPBUR_EU07
4,PLACOR,60,25.3,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
6,PLACOR,60,25.3,EU04,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU04
6,DACGLO,60,25.3,EU06,"Europe--Bois de Boulogne, Paris, France",Europe,1,DACGLO_EU06
10,PLALAN,30,25.3,US03,USA--Walden,USA,1,PLALAN_US03
4,PLALAN,30,25.3,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
6,PLALAN,30,25.3,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
6,DACGLO,60,25.3,US22,USA--Arnold Arboretum ,USA,1,DACGLO_US22
NA,CAPBUR,60,25.3,EU13,"Europe--Copenhagen, Denmark",Europe,0,CAPBUR_EU13
6,PLACOR,60,25.3,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
6,PLACOR,60,25.3,EU04,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU04
8,PLALAN,30,25.3,US03,USA--Walden,USA,1,PLALAN_US03
4,PLALAN,30,25.3,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
4,PLALAN,30,25.3,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
39,CAPBUR,60,25.3,EU07,"Europe--Leer, Germany",Europe,1,CAPBUR_EU07
4,CAPBUR,60,25.3,EU13,"Europe--Copenhagen, Denmark",Europe,1,CAPBUR_EU13
4,PLACOR,60,25.3,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
4,PLACOR,60,25.3,EU04,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU04
6,PLALAN,30,25.3,US05,USA--Walden,USA,1,PLALAN_US05
10,PLALAN,30,25.3,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
8,PLALAN,30,25.3,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
4,DACGLO,60,25.3,US22,USA--Arnold Arboretum ,USA,1,DACGLO_US22
4,CAPBUR,60,25.3,EU07,"Europe--Leer, Germany",Europe,1,CAPBUR_EU07
4,CAPBUR,60,25.3,EU13,"Europe--Copenhagen, Denmark",Europe,1,CAPBUR_EU13
NA,PLACOR,60,25.3,EU01,"Europe--Vlieland, The Netherlands",Europe,0,PLACOR_EU01
4,DACGLO,60,25.3,EU06,"Europe--Bois de Boulogne, Paris, France",Europe,1,DACGLO_EU06
8,PLALAN,30,25.3,US20,USA--Arnold Arboretum ,USA,1,PLALAN_US20
4,PLALAN,30,25.3,US25,USA--Arnold Arboretum ,USA,1,PLALAN_US25
4,PLALAN,30,25.3,US27,USA--Arnold Arboretum ,USA,1,PLALAN_US27
4,DACGLO,60,25.3,US22,USA--Arnold Arboretum ,USA,1,DACGLO_US22
4,CAPBUR,60,25.3,EU07,"Europe--Leer, Germany",Europe,1,CAPBUR_EU07
NA,CAPBUR,60,25.3,EU13,"Europe--Copenhagen, Denmark",Europe,0,CAPBUR_EU13
14,PLAMAJ,30,11.3,US205,USA--Walden,USA,1,PLAMAJ_US205
14,PLAMAJ,30,11.3,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
14,PLAMAJ,30,11.3,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
8,PLALAN,30,11.3,EU20,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU20
6,PLALAN,30,11.3,EU35,"Europe--Zell Am See, Austria",Europe,1,PLALAN_EU35
14,PLALAN,30,11.3,EU22,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU22
6,PLALAN,30,11.3,EU44,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU44
49,CHEMAJ,30,11.3,EU29,"Europe--Grenoble, France",Europe,1,CHEMAJ_EU29
20,RUMCRI,30,11.3,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
14,RUMCRI,30,11.3,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
8,TAROFF,30,11.3,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
8,TAROFF,30,11.3,EU11,"Europe--Arna, Norway",Europe,1,TAROFF_EU11
14,PLAMAJ,30,11.3,US25,USA--Walden,USA,1,PLAMAJ_US25
14,PLAMAJ,30,11.3,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
8,PLALAN,30,11.3,EU21,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU21
8,PLALAN,30,11.3,EU37,"Europe--Zell Am See, Austria",Europe,1,PLALAN_EU37
10,PLALAN,30,11.3,EU22,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU22
10,PLALAN,30,11.3,EU45,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU45
NA,CHEMAJ,30,11.3,EU29,"Europe--Grenoble, France",Europe,0,CHEMAJ_EU29
18,RUMCRI,30,11.3,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
18,RUMCRI,30,11.3,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
12,TAROFF,30,11.3,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
NA,PLAMAJ,30,11.3,US25,USA--Walden,USA,0,PLAMAJ_US25
14,PLAMAJ,30,11.3,US25,USA--Walden,USA,1,PLAMAJ_US25
14,PLAMAJ,30,11.3,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
14,PLALAN,30,11.3,EU22,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU22
8,PLALAN,30,11.3,EU38,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU38
NA,PLALAN,30,11.3,EU22,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU22
6,PLALAN,30,11.3,EU46,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU46
49,CHEMAJ,30,11.3,EU29,"Europe--Grenoble, France",Europe,1,CHEMAJ_EU29
18,RUMCRI,30,11.3,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
20,RUMCRI,30,11.3,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
10,TAROFF,30,11.3,EU11,"Europe--Arna, Norway",Europe,1,TAROFF_EU11
NA,PLAMAJ,30,11.3,US25,USA--Walden,USA,0,PLAMAJ_US25
16,PLAMAJ,30,11.3,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
14,PLAMAJ,30,11.3,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
18,PLALAN,30,11.3,EU28,"Europe--Zell Am See, Austria",Europe,1,PLALAN_EU28
14,PLALAN,30,11.3,EU39,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU39
NA,PLALAN,30,11.3,EU22,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU22
NA,PLALAN,30,11.3,EU49,"Europe--Podhom, Slovenia",Europe,0,PLALAN_EU49
NA,CHEMAJ,30,11.3,EU29,"Europe--Grenoble, France",Europe,0,CHEMAJ_EU29
24,RUMCRI,30,11.3,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
18,TAROFF,30,11.3,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
NA,TAROFF,30,11.3,EU11,"Europe--Arna, Norway",Europe,0,TAROFF_EU11
NA,PLAMAJ,30,11.3,US25,USA--Walden,USA,0,PLAMAJ_US25
10,PLAMAJ,30,11.3,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
12,PLAMAJ,30,11.3,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
10,PLALAN,30,11.3,EU29,"Europe--Zell Am See, Austria",Europe,1,PLALAN_EU29
NA,PLALAN,30,11.3,EU40,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,0,PLALAN_EU40
NA,PLALAN,30,11.3,EU22,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU22
10,PLALAN,30,11.3,EU52,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU52
49,CHEMAJ,30,11.3,EU29,"Europe--Grenoble, France",Europe,1,CHEMAJ_EU29
20,RUMCRI,30,11.3,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
20,TAROFF,30,11.3,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
14,TAROFF,30,11.3,EU11,"Europe--Arna, Norway",Europe,1,TAROFF_EU11
NA,PLAMAJ,30,11.3,US25,USA--Walden,USA,0,PLAMAJ_US25
16,PLAMAJ,30,11.3,US205,USA--Arnold Arboretum ,USA,1,PLAMAJ_US205
14,PLAMAJ,30,11.3,EU01,"Europe--Schaan, Liechtenstein",Europe,1,PLAMAJ_EU01
NA,PLALAN,30,11.3,EU34,"Europe--Zell Am See, Austria",Europe,0,PLALAN_EU34
20,PLALAN,30,11.3,EU41,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU41
33,PLALAN,30,11.3,EU42,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU42
8,PLALAN,30,11.3,EU53,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU53
22,RUMCRI,30,11.3,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
24,RUMCRI,30,11.3,EU05,"Europe--Grenoble, France",Europe,1,RUMCRI_EU05
10,TAROFF,30,11.3,EU01,"Europe--Grenoble, France",Europe,1,TAROFF_EU01
10,TAROFF,30,11.3,EU11,"Europe--Arna, Norway",Europe,1,TAROFF_EU11
NA,PLAMAJ,30,11.3,US25,USA--Walden,USA,0,PLAMAJ_US25
