Tray location,Substrate,Date of measurement,Height (cm)
2c4,soil,1/4/2016,6.0
2c5,soil,1/4/2016,4.0
2c6,soil,1/4/2016,8.5
2c7,soil,1/4/2016,5.5
2d4,soil,1/4/2016,NA
2d5,soil,1/4/2016,7.0
2d6,soil,1/4/2016,7.0
2d7,soil,1/4/2016,4.5
2e4,soil,1/4/2016,6.0
2e5,soil,1/4/2016,8.5
2e6,soil,1/4/2016,8.5
2f4,soil,1/4/2016,4.0
2f5,soil,1/4/2016,8.0
2f6,soil,1/4/2016,9.0
30a10,soil,1/4/2016,5.0
30a11,soil,1/4/2016,6.0
30a12,soil,1/4/2016,9.0
30a2,soil,1/4/2016,4.0
30a3,soil,1/4/2016,2.0
30a4,soil,1/4/2016,3.5
30a5,soil,1/4/2016,NA
30a6,soil,1/4/2016,NA
30a7,soil,1/4/2016,NA
30a8,soil,1/4/2016,23.0
30a9,soil,1/4/2016,NA
30b10,soil,1/4/2016,7.0
30b11,soil,1/4/2016,6.5
30b12,soil,1/4/2016,11.0
30b2,soil,1/4/2016,4.5
30b3,soil,1/4/2016,3.0
30b4,soil,1/4/2016,4.0
30b5,soil,1/4/2016,NA
30b6,soil,1/4/2016,NA
30b7,soil,1/4/2016,NA
30b8,soil,1/4/2016,5.0
30b9,soil,1/4/2016,4.5
30c10,soil,1/4/2016,5.5
30c11,soil,1/4/2016,5.0
30c2,soil,1/4/2016,4.0
30c3,soil,1/4/2016,4.0
30c4,soil,1/4/2016,4.0
30c5,soil,1/4/2016,NA
30c6,soil,1/4/2016,6.5
30c7,soil,1/4/2016,NA
30c8,soil,1/4/2016,NA
30c9,soil,1/4/2016,6.5
30d10,soil,1/4/2016,6.0
30d11,soil,1/4/2016,1.0
30d2,soil,1/4/2016,2.5
30d3,soil,1/4/2016,4.5
30d4,soil,1/4/2016,4.5
30d5,soil,1/4/2016,NA
30d6,soil,1/4/2016,NA
30d7,soil,1/4/2016,23.0
30d8,soil,1/4/2016,3.5
30d9,soil,1/4/2016,NA
30e1,soil,1/4/2016,4.0
30e10,soil,1/4/2016,6.5
30e11,soil,1/4/2016,6.0
30e2,soil,1/4/2016,3.0
30e3,soil,1/4/2016,4.5
30e4,soil,1/4/2016,4.5
30e5,soil,1/4/2016,NA
30e6,soil,1/4/2016,NA
30e7,soil,1/4/2016,24.5
30e8,soil,1/4/2016,4.5
30e9,soil,1/4/2016,6.0
30f1,soil,1/4/2016,3.5
30f10,soil,1/4/2016,6.0
30f11,soil,1/4/2016,9.0
30f2,soil,1/4/2016,2.5
30f3,soil,1/4/2016,3.5
30f4,soil,1/4/2016,4.0
30f5,soil,1/4/2016,NA
30f6,soil,1/4/2016,NA
30f7,soil,1/4/2016,23.5
30f8,soil,1/4/2016,2.5
30f9,soil,1/4/2016,4.0
31a10,soil,1/4/2016,1.5
31a11,soil,1/4/2016,1.5
31a12,soil,1/4/2016,2.0
31a2,soil,1/4/2016,0.5
31a3,soil,1/4/2016,0.5
31a4,soil,1/4/2016,0.5
31a5,soil,1/4/2016,0.5
31a6,soil,1/4/2016,NA
31a7,soil,1/4/2016,NA
31a8,soil,1/4/2016,11.5
31a9,soil,1/4/2016,0.5
31b10,soil,1/4/2016,1.5
31b11,soil,1/4/2016,NA
31b12,soil,1/4/2016,2.0
31b2,soil,1/4/2016,0.5
31b3,soil,1/4/2016,1.0
31b4,soil,1/4/2016,1.0
31b5,soil,1/4/2016,NA
31b6,soil,1/4/2016,NA
31b7,soil,1/4/2016,NA
31b8,soil,1/4/2016,1.0
31b9,soil,1/4/2016,NA
31c10,soil,1/4/2016,1.5
31c11,soil,1/4/2016,NA
31c2,soil,1/4/2016,1.5
31c3,soil,1/4/2016,1.0
31c4,soil,1/4/2016,1.0
31c5,soil,1/4/2016,NA
31c6,soil,1/4/2016,NA
31c7,soil,1/4/2016,NA
31c8,soil,1/4/2016,NA
31c9,soil,1/4/2016,0.5
31d10,soil,1/4/2016,NA
31d11,soil,1/4/2016,2.5
31d2,soil,1/4/2016,1.0
31d3,soil,1/4/2016,1.5
31d4,soil,1/4/2016,1.0
31d5,soil,1/4/2016,NA
31d6,soil,1/4/2016,NA
31d7,soil,1/4/2016,13.0
31d8,soil,1/4/2016,NA
31d9,soil,1/4/2016,NA
31e1,soil,1/4/2016,1.0
31e10,soil,1/4/2016,NA
31e11,soil,1/4/2016,NA
31e2,soil,1/4/2016,1.0
31e3,soil,1/4/2016,1.0
31e4,soil,1/4/2016,1.5
31e5,soil,1/4/2016,NA
31e6,soil,1/4/2016,NA
31e7,soil,1/4/2016,9.5
31e8,soil,1/4/2016,NA
31e9,soil,1/4/2016,1.0
31f1,soil,1/4/2016,0.5
31f10,soil,1/4/2016,1.5
31f11,soil,1/4/2016,3.0
31f2,soil,1/4/2016,1.0
31f3,soil,1/4/2016,1.0
31f4,soil,1/4/2016,1.0
31f5,soil,1/4/2016,NA
31f6,soil,1/4/2016,NA
31f7,soil,1/4/2016,13.0
31f8,soil,1/4/2016,NA
31f9,soil,1/4/2016,1.0
32a10,soil,1/4/2016,NA
32a11,soil,1/4/2016,1.0
32a12,soil,1/4/2016,3.0
32a2,soil,1/4/2016,1.0
32a3,soil,1/4/2016,0.5
32a4,soil,1/4/2016,1.0
32a5,soil,1/4/2016,NA
32a6,soil,1/4/2016,NA
32a7,soil,1/4/2016,NA
32a8,soil,1/4/2016,14.5
32a9,soil,1/4/2016,1.0
32b10,soil,1/4/2016,1.0
32b11,soil,1/4/2016,1.0
32b12,soil,1/4/2016,3.5
32b2,soil,1/4/2016,1.0
32b3,soil,1/4/2016,0.5
32b4,soil,1/4/2016,1.0
32b5,soil,1/4/2016,0.5
32b6,soil,1/4/2016,NA
32b7,soil,1/4/2016,NA
32b8,soil,1/4/2016,0.5
32b9,soil,1/4/2016,0.5
32c10,soil,1/4/2016,1.0
32c11,soil,1/4/2016,1.0
32c2,soil,1/4/2016,1.0
32c3,soil,1/4/2016,1.5
32c4,soil,1/4/2016,1.5
32c5,soil,1/4/2016,NA
32c6,soil,1/4/2016,NA
32c7,soil,1/4/2016,NA
32c8,soil,1/4/2016,1.0
32c9,soil,1/4/2016,1.0
32d10,soil,1/4/2016,NA
32d11,soil,1/4/2016,NA
32d2,soil,1/4/2016,0.5
32d3,soil,1/4/2016,1.0
32d4,soil,1/4/2016,1.5
32d5,soil,1/4/2016,NA
32d6,soil,1/4/2016,NA
32d7,soil,1/4/2016,14.0
32d8,soil,1/4/2016,1.0
32d9,soil,1/4/2016,NA
32e1,soil,1/4/2016,1.0
32e10,soil,1/4/2016,NA
32e11,soil,1/4/2016,3.5
32e2,soil,1/4/2016,0.5
32e3,soil,1/4/2016,1.0
32e4,soil,1/4/2016,1.0
32e5,soil,1/4/2016,NA
32e6,soil,1/4/2016,NA
32e7,soil,1/4/2016,13.0
32e8,soil,1/4/2016,0.5
32e9,soil,1/4/2016,NA
32f1,soil,1/4/2016,1.0
32f10,soil,1/4/2016,1.0
32f11,soil,1/4/2016,3.5
32f2,soil,1/4/2016,0.5
32f3,soil,1/4/2016,0.5
32f4,soil,1/4/2016,1.0
32f5,soil,1/4/2016,NA
32f6,soil,1/4/2016,NA
32f7,soil,1/4/2016,8.5
32f8,soil,1/4/2016,0.5
32f9,soil,1/4/2016,1.0
3a5,soil,1/4/2016,3.0
3a6,soil,1/4/2016,9.5
3a7,soil,1/4/2016,NA
3b5,soil,1/4/2016,NA
3b6,soil,1/4/2016,10.0
3b7,soil,1/4/2016,NA
3c4,soil,1/4/2016,4.0
3c5,soil,1/4/2016,4.5
3c6,soil,1/4/2016,8.0
3c7,soil,1/4/2016,NA
3d4,soil,1/4/2016,NA
3d5,soil,1/4/2016,NA
3d6,soil,1/4/2016,9.5
3d7,soil,1/4/2016,8.5
3e4,soil,1/4/2016,4.5
3e5,soil,1/4/2016,NA
3e6,soil,1/4/2016,7.0
3f4,soil,1/4/2016,3.5
3f5,soil,1/4/2016,8.0
3f6,soil,1/4/2016,NA
4a5,soil,1/4/2016,4.5
4a6,soil,1/4/2016,NA
4a7,soil,1/4/2016,NA
4b5,soil,1/4/2016,NA
4b6,soil,1/4/2016,9.5
4b7,soil,1/4/2016,NA
4c4,soil,1/4/2016,NA
4c5,soil,1/4/2016,8.5
4c6,soil,1/4/2016,8.0
4c7,soil,1/4/2016,6.0
4d4,soil,1/4/2016,NA
4d5,soil,1/4/2016,9.0
4d6,soil,1/4/2016,NA
4d7,soil,1/4/2016,NA
4e4,soil,1/4/2016,6.5
4e5,soil,1/4/2016,9.0
4e6,soil,1/4/2016,7.5
4f4,soil,1/4/2016,NA
4f5,soil,1/4/2016,7.5
4f6,soil,1/4/2016,6.5
5a10,soil,1/4/2016,NA
5a11,soil,1/4/2016,NA
5a12,soil,1/4/2016,13.5
5a3,soil,1/4/2016,NA
5a4,soil,1/4/2016,6.0
5a5,soil,1/4/2016,6.0
5a6,soil,1/4/2016,5.0
5a8,soil,1/4/2016,9.5
5a9,soil,1/4/2016,4.0
5b10,soil,1/4/2016,2.0
5b11,soil,1/4/2016,NA
5b12,soil,1/4/2016,18.0
5b3,soil,1/4/2016,4.5
5b4,soil,1/4/2016,5.0
5b5,soil,1/4/2016,7.0
5b6,soil,1/4/2016,5.0
5b8,soil,1/4/2016,10.5
5b9,soil,1/4/2016,3.5
5c10,soil,1/4/2016,2.0
5c11,soil,1/4/2016,3.0
5c12,soil,1/4/2016,14.5
5c3,soil,1/4/2016,3.5
5c4,soil,1/4/2016,6.5
5c5,soil,1/4/2016,NA
5c8,soil,1/4/2016,10.5
5c9,soil,1/4/2016,NA
5d10,soil,1/4/2016,2.5
5d11,soil,1/4/2016,3.0
5d3,soil,1/4/2016,4.0
5d4,soil,1/4/2016,NA
5d5,soil,1/4/2016,3.5
5d8,soil,1/4/2016,3.0
5d9,soil,1/4/2016,NA
5e10,soil,1/4/2016,3.0
5e11,soil,1/4/2016,2.5
5e3,soil,1/4/2016,2.0
5e4,soil,1/4/2016,6.0
5e5,soil,1/4/2016,NA
5e7,soil,1/4/2016,NA
5e8,soil,1/4/2016,NA
5e9,soil,1/4/2016,NA
5f10,soil,1/4/2016,3.0
5f11,soil,1/4/2016,0.5
5f3,soil,1/4/2016,NA
5f4,soil,1/4/2016,NA
5f5,soil,1/4/2016,3.0
5f7,soil,1/4/2016,11.0
5f8,soil,1/4/2016,3.0
5f9,soil,1/4/2016,NA
6a10,soil,1/4/2016,NA
6a11,soil,1/4/2016,NA
6a12,soil,1/4/2016,15.0
6a3,soil,1/4/2016,6.0
6a4,soil,1/4/2016,NA
6a5,soil,1/4/2016,5.5
6a6,soil,1/4/2016,NA
6a8,soil,1/4/2016,12.0
6a9,soil,1/4/2016,NA
6b10,soil,1/4/2016,4.0
6b11,soil,1/4/2016,2.5
6b12,soil,1/4/2016,22.0
6b3,soil,1/4/2016,6.0
6b4,soil,1/4/2016,8.0
6b5,soil,1/4/2016,9.5
6b6,soil,1/4/2016,NA
6b8,soil,1/4/2016,19.0
6b9,soil,1/4/2016,5.0
6c10,soil,1/4/2016,5.0
6c11,soil,1/4/2016,NA
6c12,soil,1/4/2016,22.5
6c3,soil,1/4/2016,NA
6c4,soil,1/4/2016,NA
6c5,soil,1/4/2016,9.0
6c8,soil,1/4/2016,16.0
6c9,soil,1/4/2016,NA
6d10,soil,1/4/2016,5.0
6d11,soil,1/4/2016,NA
6d3,soil,1/4/2016,5.0
6d4,soil,1/4/2016,8.0
6d5,soil,1/4/2016,8.5
6d8,soil,1/4/2016,NA
6d9,soil,1/4/2016,NA
6e10,soil,1/4/2016,5.0
6e11,soil,1/4/2016,NA
6e3,soil,1/4/2016,7.0
6e4,soil,1/4/2016,NA
6e5,soil,1/4/2016,NA
6e7,soil,1/4/2016,NA
6e8,soil,1/4/2016,6.0
6e9,soil,1/4/2016,NA
6f10,soil,1/4/2016,4.0
6f11,soil,1/4/2016,NA
6f3,soil,1/4/2016,NA
6f4,soil,1/4/2016,7.5
6f5,soil,1/4/2016,NA
6f7,soil,1/4/2016,11.0
6f8,soil,1/4/2016,2.5
6f9,soil,1/4/2016,NA
7a10,soil,1/4/2016,NA
7a11,soil,1/4/2016,4.5
7a12,soil,1/4/2016,10.0
7a3,soil,1/4/2016,4.5
7a4,soil,1/4/2016,NA
7a5,soil,1/4/2016,9.5
7a6,soil,1/4/2016,NA
7a8,soil,1/4/2016,16.5
7a9,soil,1/4/2016,5.0
7b10,soil,1/4/2016,4.5
7b11,soil,1/4/2016,NA
7b12,soil,1/4/2016,16.0
7b3,soil,1/4/2016,7.0
7b4,soil,1/4/2016,9.0
7b5,soil,1/4/2016,9.0
7b6,soil,1/4/2016,0.5
7b8,soil,1/4/2016,NA
7b9,soil,1/4/2016,7.0
7c10,soil,1/4/2016,5.5
7c11,soil,1/4/2016,NA
7c12,soil,1/4/2016,NA
7c3,soil,1/4/2016,NA
7c4,soil,1/4/2016,9.5
7c5,soil,1/4/2016,8.5
7c8,soil,1/4/2016,18.0
7c9,soil,1/4/2016,NA
7d10,soil,1/4/2016,6.0
7d11,soil,1/4/2016,5.5
7d3,soil,1/4/2016,NA
7d4,soil,1/4/2016,9.0
7d5,soil,1/4/2016,NA
7d8,soil,1/4/2016,7.0
7d9,soil,1/4/2016,NA
7e10,soil,1/4/2016,5.5
7e11,soil,1/4/2016,NA
7e3,soil,1/4/2016,NA
7e4,soil,1/4/2016,8.5
7e5,soil,1/4/2016,NA
7e7,soil,1/4/2016,10.5
7e8,soil,1/4/2016,7.0
7e9,soil,1/4/2016,NA
7f10,soil,1/4/2016,2.0
7f11,soil,1/4/2016,17.0
7f3,soil,1/4/2016,6.5
7f4,soil,1/4/2016,8.0
7f5,soil,1/4/2016,NA
7f7,soil,1/4/2016,13.0
7f8,soil,1/4/2016,4.5
7f9,soil,1/4/2016,NA
8a10,soil,1/4/2016,NA
8a11,soil,1/4/2016,4.5
8a12,soil,1/4/2016,12.5
8a3,soil,1/4/2016,6.5
8a4,soil,1/4/2016,8.5
8a5,soil,1/4/2016,9.0
8a6,soil,1/4/2016,NA
8a8,soil,1/4/2016,NA
8a9,soil,1/4/2016,7.0
8b10,soil,1/4/2016,5.0
8b11,soil,1/4/2016,NA
8b12,soil,1/4/2016,NA
8b3,soil,1/4/2016,2.0
8b4,soil,1/4/2016,8.0
8b5,soil,1/4/2016,9.0
8b6,soil,1/4/2016,7.0
8b8,soil,1/4/2016,13.5
8b9,soil,1/4/2016,7.0
8c10,soil,1/4/2016,3.0
8c11,soil,1/4/2016,3.0
8c12,soil,1/4/2016,18.5
8c3,soil,1/4/2016,3.5
8c4,soil,1/4/2016,7.0
8c5,soil,1/4/2016,NA
8c8,soil,1/4/2016,16.0
8c9,soil,1/4/2016,NA
8d10,soil,1/4/2016,3.0
8d11,soil,1/4/2016,3.0
8d3,soil,1/4/2016,3.0
8d4,soil,1/4/2016,7.0
8d5,soil,1/4/2016,9.0
8d8,soil,1/4/2016,1.0
8d9,soil,1/4/2016,NA
8e10,soil,1/4/2016,4.5
8e11,soil,1/4/2016,NA
8e3,soil,1/4/2016,NA
8e4,soil,1/4/2016,9.0
8e5,soil,1/4/2016,6.5
8e7,soil,1/4/2016,15.5
8e8,soil,1/4/2016,7.5
8e9,soil,1/4/2016,NA
8f10,soil,1/4/2016,NA
8f11,soil,1/4/2016,14.0
8f3,soil,1/4/2016,10.0
8f4,soil,1/4/2016,9.0
8f5,soil,1/4/2016,12.5
8f7,soil,1/4/2016,16.5
8f8,soil,1/4/2016,6.5
8f9,soil,1/4/2016,NA
9a1,soil,1/4/2016,3.5
9a10,soil,1/4/2016,2.5
9a11,soil,1/4/2016,1.5
9a12,soil,1/4/2016,1.0
9a2,soil,1/4/2016,6.5
9a3,soil,1/4/2016,4.0
9a4,soil,1/4/2016,9.0
9a5,soil,1/4/2016,0.5
9a6,soil,1/4/2016,3.0
9a7,soil,1/4/2016,4.0
9a8,soil,1/4/2016,5.5
9a9,soil,1/4/2016,1.5
9b1,soil,1/4/2016,4.0
9b10,soil,1/4/2016,2.0
9b11,soil,1/4/2016,1.5
9b2,soil,1/4/2016,6.0
9b3,soil,1/4/2016,4.0
9b4,soil,1/4/2016,NA
9b5,soil,1/4/2016,NA
9b6,soil,1/4/2016,3.5
9b7,soil,1/4/2016,3.0
9b8,soil,1/4/2016,4.0
9b9,soil,1/4/2016,NA
9c1,soil,1/4/2016,2.0
9c10,soil,1/4/2016,2.0
9c11,soil,1/4/2016,1.5
9c2,soil,1/4/2016,6.5
9c3,soil,1/4/2016,NA
9c4,soil,1/4/2016,8.5
9c5,soil,1/4/2016,NA
9c6,soil,1/4/2016,3.0
9c7,soil,1/4/2016,1.5
9c8,soil,1/4/2016,6.0
9c9,soil,1/4/2016,NA
9d1,soil,1/4/2016,0.5
9d10,soil,1/4/2016,2.0
9d11,soil,1/4/2016,2.0
9d2,soil,1/4/2016,6.0
9d3,soil,1/4/2016,NA
9d4,soil,1/4/2016,NA
9d5,soil,1/4/2016,NA
9d6,soil,1/4/2016,2.0
9d7,soil,1/4/2016,3.0
9d8,soil,1/4/2016,NA
9d9,soil,1/4/2016,NA
9e1,soil,1/4/2016,6.0
9e10,soil,1/4/2016,NA
9e11,soil,1/4/2016,2.0
9e2,soil,1/4/2016,NA
9e3,soil,1/4/2016,NA
9e4,soil,1/4/2016,8.0
9e5,soil,1/4/2016,0.5
9e6,soil,1/4/2016,2.0
9e7,soil,1/4/2016,3.0
9e8,soil,1/4/2016,5.5
9e9,soil,1/4/2016,NA
9f1,soil,1/4/2016,NA
9f10,soil,1/4/2016,1.0
9f11,soil,1/4/2016,1.5
9f2,soil,1/4/2016,4.0
9f3,soil,1/4/2016,4.0
9f4,soil,1/4/2016,8.5
9f5,soil,1/4/2016,2.5
9f6,soil,1/4/2016,2.0
9f7,soil,1/4/2016,5.5
9f8,soil,1/4/2016,NA
9f9,soil,1/4/2016,NA
10a1,soil,1/29/2016,NA
10a10,soil,1/29/2016,1.0
10a11,soil,1/29/2016,5.0
10a2,soil,1/29/2016,7.0
10a3,soil,1/29/2016,NA
10a4,soil,1/29/2016,13.0
10a5,soil,1/29/2016,6.0
10a6,soil,1/29/2016,6.0
10a7,soil,1/29/2016,6.0
10a8,soil,1/29/2016,10.0
10a9,soil,1/29/2016,NA
10b1,soil,1/29/2016,5.5
10b10,soil,1/29/2016,4.0
10b11,soil,1/29/2016,5.0
10b2,soil,1/29/2016,8.0
10b3,soil,1/29/2016,NA
10b4,soil,1/29/2016,12.5
10b5,soil,1/29/2016,2.0
10b6,soil,1/29/2016,6.0
10b7,soil,1/29/2016,6.5
10b8,soil,1/29/2016,11.5
10b9,soil,1/29/2016,NA
10c1,soil,1/29/2016,6.0
10c10,soil,1/29/2016,NA
10c11,soil,1/29/2016,5.5
10c2,soil,1/29/2016,11.0
10c3,soil,1/29/2016,NA
10c4,soil,1/29/2016,11.0
10c5,soil,1/29/2016,4.5
10c6,soil,1/29/2016,6.5
10c7,soil,1/29/2016,7.0
10c8,soil,1/29/2016,9.0
10c9,soil,1/29/2016,6.5
10d1,soil,1/29/2016,1.0
10d10,soil,1/29/2016,4.0
10d11,soil,1/29/2016,4.0
10d2,soil,1/29/2016,7.5
10d3,soil,1/29/2016,NA
10d4,soil,1/29/2016,12.0
10d5,soil,1/29/2016,5.0
10d6,soil,1/29/2016,6.0
10d7,soil,1/29/2016,10.5
10d8,soil,1/29/2016,8.0
10d9,soil,1/29/2016,5.5
10e1,soil,1/29/2016,NA
10e10,soil,1/29/2016,NA
10e2,soil,1/29/2016,7.5
10e3,soil,1/29/2016,NA
10e4,soil,1/29/2016,8.5
10e5,soil,1/29/2016,5.0
10e6,soil,1/29/2016,5.0
10e7,soil,1/29/2016,11.0
10e8,soil,1/29/2016,NA
10e9,soil,1/29/2016,5.0
10f1,soil,1/29/2016,NA
10f10,soil,1/29/2016,5.0
10f2,soil,1/29/2016,9.5
10f3,soil,1/29/2016,5.0
10f4,soil,1/29/2016,10.0
10f5,soil,1/29/2016,5.0
10f6,soil,1/29/2016,5.0
10f7,soil,1/29/2016,NA
10f8,soil,1/29/2016,1.0
10f9,soil,1/29/2016,5.0
11a1,soil,1/29/2016,NA
11a10,soil,1/29/2016,2.5
11a11,soil,1/29/2016,NA
11a2,soil,1/29/2016,4.0
11a3,soil,1/29/2016,NA
11a4,soil,1/29/2016,12.5
11a5,soil,1/29/2016,3.5
11a6,soil,1/29/2016,2.0
11a7,soil,1/29/2016,2.5
11a8,soil,1/29/2016,9.5
11a9,soil,1/29/2016,9.5
11b1,soil,1/29/2016,NA
11b10,soil,1/29/2016,3.5
11b11,soil,1/29/2016,4.5
11b2,soil,1/29/2016,9.0
11b3,soil,1/29/2016,9.5
11b4,soil,1/29/2016,12.0
11b5,soil,1/29/2016,NA
11b6,soil,1/29/2016,4.0
11b7,soil,1/29/2016,NA
11b8,soil,1/29/2016,11.0
11b9,soil,1/29/2016,5.0
11c1,soil,1/29/2016,NA
11c10,soil,1/29/2016,NA
11c11,soil,1/29/2016,5.0
11c2,soil,1/29/2016,7.0
11c3,soil,1/29/2016,2.5
11c4,soil,1/29/2016,9.5
11c5,soil,1/29/2016,5.5
11c6,soil,1/29/2016,2.5
11c7,soil,1/29/2016,4.5
11c8,soil,1/29/2016,NA
11c9,soil,1/29/2016,4.5
11d1,soil,1/29/2016,NA
11d10,soil,1/29/2016,3.0
11d11,soil,1/29/2016,4.0
11d2,soil,1/29/2016,13.0
11d3,soil,1/29/2016,8.5
11d4,soil,1/29/2016,13.0
11d5,soil,1/29/2016,NA
11d6,soil,1/29/2016,2.5
11d7,soil,1/29/2016,10.5
11d8,soil,1/29/2016,NA
11d9,soil,1/29/2016,5.5
11e1,soil,1/29/2016,NA
11e10,soil,1/29/2016,4.0
11e2,soil,1/29/2016,11.5
11e3,soil,1/29/2016,5.5
11e4,soil,1/29/2016,NA
11e5,soil,1/29/2016,NA
11e6,soil,1/29/2016,4.0
11e7,soil,1/29/2016,NA
11e8,soil,1/29/2016,8.5
11e9,soil,1/29/2016,5.0
11f1,soil,1/29/2016,NA
11f10,soil,1/29/2016,5.0
11f2,soil,1/29/2016,8.5
11f3,soil,1/29/2016,8.5
11f4,soil,1/29/2016,10.5
11f5,soil,1/29/2016,NA
11f6,soil,1/29/2016,4.0
11f7,soil,1/29/2016,11.5
11f8,soil,1/29/2016,NA
11f9,soil,1/29/2016,5.0
12a1,soil,1/29/2016,NA
12a10,soil,1/29/2016,4.0
12a11,soil,1/29/2016,5.0
12a2,soil,1/29/2016,NA
12a3,soil,1/29/2016,7.0
12a4,soil,1/29/2016,NA
12a5,soil,1/29/2016,6.5
12a6,soil,1/29/2016,NA
12a7,soil,1/29/2016,5.0
12a8,soil,1/29/2016,12.0
12a9,soil,1/29/2016,8.5
12b1,soil,1/29/2016,NA
12b10,soil,1/29/2016,3.0
12b11,soil,1/29/2016,4.0
12b2,soil,1/29/2016,NA
12b3,soil,1/29/2016,7.0
12b4,soil,1/29/2016,12.0
12b5,soil,1/29/2016,5.0
12b6,soil,1/29/2016,5.0
12b7,soil,1/29/2016,4.5
12b8,soil,1/29/2016,10.5
12b9,soil,1/29/2016,NA
12c1,soil,1/29/2016,8.0
12c10,soil,1/29/2016,10.5
12c11,soil,1/29/2016,5.5
12c2,soil,1/29/2016,10.5
12c3,soil,1/29/2016,NA
12c4,soil,1/29/2016,10.5
12c5,soil,1/29/2016,6.5
12c6,soil,1/29/2016,5.5
12c7,soil,1/29/2016,4.5
12c8,soil,1/29/2016,NA
12c9,soil,1/29/2016,4.5
12d1,soil,1/29/2016,8.0
12d10,soil,1/29/2016,2.5
12d11,soil,1/29/2016,NA
12d2,soil,1/29/2016,9.5
12d3,soil,1/29/2016,6.5
12d4,soil,1/29/2016,11.5
12d5,soil,1/29/2016,NA
12d6,soil,1/29/2016,4.0
12d7,soil,1/29/2016,6.5
12d8,soil,1/29/2016,NA
12d9,soil,1/29/2016,5.0
12e1,soil,1/29/2016,7.0
12e10,soil,1/29/2016,3.0
12e2,soil,1/29/2016,9.5
12e3,soil,1/29/2016,7.0
12e4,soil,1/29/2016,10.5
12e5,soil,1/29/2016,5.0
12e6,soil,1/29/2016,NA
12e7,soil,1/29/2016,9.5
12e8,soil,1/29/2016,8.5
12e9,soil,1/29/2016,NA
12f1,soil,1/29/2016,NA
12f10,soil,1/29/2016,4.0
12f2,soil,1/29/2016,11.0
12f3,soil,1/29/2016,8.0
12f4,soil,1/29/2016,9.0
12f5,soil,1/29/2016,4.0
12f6,soil,1/29/2016,2.5
12f7,soil,1/29/2016,9.0
12f8,soil,1/29/2016,NA
12f9,soil,1/29/2016,5.0
13a1,soil,1/29/2016,6.0
13a10,soil,1/29/2016,27.5
13a11,soil,1/29/2016,NA
13a12,soil,1/29/2016,NA
13a2,soil,1/29/2016,10.0
13a3,soil,1/29/2016,12.0
13a4,soil,1/29/2016,9.5
13a5,soil,1/29/2016,4.5
13a6,soil,1/29/2016,5.0
13a7,soil,1/29/2016,11.5
13a8,soil,1/29/2016,11.0
13a9,soil,1/29/2016,10.5
13b1,soil,1/29/2016,7.0
13b10,soil,1/29/2016,29.5
13b11,soil,1/29/2016,NA
13b12,soil,1/29/2016,6.5
13b2,soil,1/29/2016,NA
13b3,soil,1/29/2016,10.0
13b4,soil,1/29/2016,12.5
13b5,soil,1/29/2016,4.5
13b6,soil,1/29/2016,6.0
13b7,soil,1/29/2016,10.0
13b8,soil,1/29/2016,10.0
13b9,soil,1/29/2016,NA
13c1,soil,1/29/2016,9.0
13c10,soil,1/29/2016,21.0
13c11,soil,1/29/2016,23.5
13c12,soil,1/29/2016,4.5
13c2,soil,1/29/2016,13.5
13c3,soil,1/29/2016,5.0
13c4,soil,1/29/2016,5.5
13c5,soil,1/29/2016,5.0
13c6,soil,1/29/2016,7.0
13c7,soil,1/29/2016,4.5
13c8,soil,1/29/2016,9.5
13c9,soil,1/29/2016,10.0
13d1,soil,1/29/2016,10.0
13d10,soil,1/29/2016,20.0
13d12,soil,1/29/2016,7.0
13d2,soil,1/29/2016,14.0
13d3,soil,1/29/2016,11.0
13d4,soil,1/29/2016,10.0
13d5,soil,1/29/2016,7.0
13d6,soil,1/29/2016,11.5
13d7,soil,1/29/2016,10.5
13d8,soil,1/29/2016,11.5
13d9,soil,1/29/2016,9.0
13e1,soil,1/29/2016,11.0
13e10,soil,1/29/2016,7.0
13e12,soil,1/29/2016,7.0
13e2,soil,1/29/2016,12.0
13e3,soil,1/29/2016,11.5
13e4,soil,1/29/2016,11.0
13e5,soil,1/29/2016,NA
13e6,soil,1/29/2016,9.0
13e7,soil,1/29/2016,6.5
13e8,soil,1/29/2016,10.5
13e9,soil,1/29/2016,11.5
13f1,soil,1/29/2016,9.0
13f2,soil,1/29/2016,NA
13f3,soil,1/29/2016,10.0
13f4,soil,1/29/2016,4.5
13f5,soil,1/29/2016,4.0
13f6,soil,1/29/2016,11.0
13f7,soil,1/29/2016,10.0
13f8,soil,1/29/2016,7.5
13f9,soil,1/29/2016,28.0
14a1,soil,1/29/2016,9.5
14a10,soil,1/29/2016,26.5
14a11,soil,1/29/2016,27.5
14a12,soil,1/29/2016,4.5
14a2,soil,1/29/2016,8.5
14a3,soil,1/29/2016,11.5
14a4,soil,1/29/2016,11.0
14a5,soil,1/29/2016,7.0
14a6,soil,1/29/2016,6.0
14a7,soil,1/29/2016,7.0
14a8,soil,1/29/2016,4.5
14a9,soil,1/29/2016,6.0
14b1,soil,1/29/2016,12.0
14b10,soil,1/29/2016,NA
14b11,soil,1/29/2016,25.0
14b12,soil,1/29/2016,5.0
14b2,soil,1/29/2016,7.5
14b3,soil,1/29/2016,10.5
14b4,soil,1/29/2016,9.0
14b5,soil,1/29/2016,8.0
