"year","gdd","gdd.sd","utah","utah.sd","ports","ports.sd","gen","spp","species","complex_name","continent"
1984,499.712015661824,256.016740040613,785.803786737001,195.230110393157,69.0803587000942,10.5551656196999,"Que","rub","querub","Quercus_rubra","north america"
1985,677.826906560308,301.171990441951,701.763752825923,305.895591219825,68.3262798953683,9.10823516463442,"Que","rub","querub","Quercus_rubra","north america"
1986,682.698529564006,266.65315559258,488.169837980407,263.27479306797,58.892330271585,7.43194738418039,"Que","rub","querub","Quercus_rubra","north america"
1987,655.753584180514,237.817179055666,744.125094197438,257.988278866858,67.5402981994931,11.8747261268518,"Que","rub","querub","Quercus_rubra","north america"
1988,600.01369002122,245.431732505434,940.801149208742,266.415744202191,74.0265708277484,13.0418440019582,"Que","rub","querub","Quercus_rubra","north america"
1989,574.085398111581,264.249345371656,886.921721929163,255.856902607533,72.9770990967165,12.2426455829386,"Que","rub","querub","Quercus_rubra","north america"
1990,620.822237441029,289.035589937017,633.746985681989,192.911272687174,64.0442505336976,9.43393848981404,"Que","rub","querub","Quercus_rubra","north america"
1991,715.800316267338,302.836575705831,757.262905048983,305.948041105703,70.1403053881727,12.156910998791,"Que","rub","querub","Quercus_rubra","north america"
1992,578.947974203961,279.675351467947,688.107573474001,222.14925461859,67.6967682633947,10.0009491945604,"Que","rub","querub","Quercus_rubra","north america"
1993,547.229639526524,247.112703128042,894.900244913338,314.484771724835,69.7810403777373,15.7455139997027,"Que","rub","querub","Quercus_rubra","north america"
1994,576.562771454661,294.657729443339,858.714581763376,254.638613076504,70.1854049632209,12.9766118092937,"Que","rub","querub","Quercus_rubra","north america"
1995,577.53206859493,318.85355285876,750.235493594574,218.592607867344,66.8550202368932,7.48442362076334,"Que","rub","querub","Quercus_rubra","north america"
1996,524.58242973415,276.305892172666,629.13498492841,167.713734519356,63.6820305205859,10.2840516544172,"Que","rub","querub","Quercus_rubra","north america"
1997,484.862139461138,304.997056899105,756.420308967596,272.63344346591,68.6569151843177,10.9977376594168,"Que","rub","querub","Quercus_rubra","north america"
1998,671.987991071288,215.142880859237,750.940467219292,293.763123281148,68.412419018979,15.2085597111435,"Que","rub","querub","Quercus_rubra","north america"
1999,603.059445279208,243.60091989161,984.729653353429,289.644402150482,75.4786516211726,9.66893001322484,"Que","rub","querub","Quercus_rubra","north america"
2000,624.527534699122,295.189185075915,830.538055764883,284.467800448053,71.412276627721,9.6087942434851,"Que","rub","querub","Quercus_rubra","north america"
2001,626.257263283818,258.126523905376,588.293236623964,230.868741478402,62.7014055960924,9.10364542051451,"Que","rub","querub","Quercus_rubra","north america"
2002,579.432986882334,327.945798295698,757.391578749058,206.454638550648,65.3337225418295,9.86488785818971,"Que","rub","querub","Quercus_rubra","north america"
2003,605.192565628376,324.423426356354,901.61850037679,330.719793723162,74.4627738717739,14.8834163609854,"Que","rub","querub","Quercus_rubra","north america"
2004,644.798386584547,320.616150064669,737.789091936699,188.892673202344,65.5981589534047,9.70709998262693,"Que","rub","querub","Quercus_rubra","north america"
2005,554.128130836176,272.504521069801,751.46486435569,248.996771764615,66.6307112986889,10.2991364772996,"Que","rub","querub","Quercus_rubra","north america"
2006,645.432297167873,276.181863241457,682.060945742276,188.347754642141,65.7958477460005,8.74619104461881,"Que","rub","querub","Quercus_rubra","north america"
2007,672.271996648681,308.961727006627,1011.90627354936,345.299481718151,76.1482460659946,13.0786120735433,"Que","rub","querub","Quercus_rubra","north america"
2008,560.141115630774,293.883483146419,555.683496608892,167.363887292351,61.4014452046589,11.9753042168234,"Que","rub","querub","Quercus_rubra","north america"
2009,624.269456715564,312.213645473161,712.208176337604,239.414968273062,65.6926058391838,13.1673244412989,"Que","rub","querub","Quercus_rubra","north america"
2010,701.870270030592,253.120920618924,932.843349660889,194.382993984396,70.8748681478935,10.3564530874379,"Que","rub","querub","Quercus_rubra","north america"
2011,617.606084909613,299.921606241121,701.332422758101,193.225695586061,63.2171433167099,10.9806415808214,"Que","rub","querub","Quercus_rubra","north america"
2012,800.200856464242,322.581455340788,780.864920874152,212.906443078828,66.7375210990301,9.61634587950746,"Que","rub","querub","Quercus_rubra","north america"
2013,563.437683679946,248.876785791233,928.651186887717,301.740847713595,73.5477219159658,14.0364146033626,"Que","rub","querub","Quercus_rubra","north america"
2014,579.690669677439,279.322741833734,689.463639788998,215.438577692012,65.6875886783091,13.318053386879,"Que","rub","querub","Quercus_rubra","north america"
2015,675.596271129684,297.211875312034,756.288715146948,185.733968071078,66.2098033558948,11.6264249224519,"Que","rub","querub","Quercus_rubra","north america"
2016,639.8895576911,325.129089077958,751.169555388093,299.09987517671,62.762229697674,7.70813880517696,"Que","rub","querub","Quercus_rubra","north america"
1980,181.537934832017,124.916307521421,603.730440691128,350.982235178717,36.2727398102891,16.8660010811119,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1981,232.061918786439,163.441697947631,603.925548437197,289.033970925724,34.3929875492649,14.261353461629,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1982,222.03891151011,151.271718707173,652.019899048728,480.051887509088,39.6890645645068,19.6092842285166,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1983,268.305420501433,212.769965251253,624.164337021938,346.003125059884,36.7554215399459,16.1709860949456,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1984,275.077170431383,158.059565849288,598.354688410018,403.934107018064,33.0666336990829,17.9497151284691,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1985,214.689081557397,180.148337311928,550.68278004271,322.956367145958,32.4984159019021,15.8723357469935,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1986,255.47332731449,198.010663338132,649.73849737915,417.614288468675,37.5036979953231,16.0870908263513,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1987,211.072733399214,136.705987521011,661.683944865075,379.760584380447,35.7153846374648,17.35358833892,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1988,239.077095833028,161.831359927992,547.370316443409,350.699854208718,33.5579486796065,17.4588727707238,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1989,284.501232492679,183.537983364165,639.806542418948,354.491331858783,37.0634211735085,16.1669190189722,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1990,254.418188625421,202.331096057274,551.956610366919,398.384804597828,33.765726771766,18.6279095694768,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1991,245.772052719017,165.440348386596,637.828479906814,363.550508559917,37.1297513291913,15.9709331455492,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1992,237.954005063688,159.557937347536,550.274606872452,472.981981084684,32.4971230492688,19.8776770634214,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1993,279.618496461743,194.00699075242,476.276257037468,392.174742206216,28.9887124575586,18.7357480459202,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1994,225.598846777811,182.913522008669,638.865074742768,408.29025065746,37.2120614830219,18.0204889278108,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1995,301.048204172609,184.023012246091,488.312463599301,241.380489370023,32.0270625347241,12.1196167260393,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1996,239.133462424517,187.023321004402,697.160939623374,350.881954143974,38.3961059974639,14.5834651536748,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1997,216.136948698338,181.248668098133,565.952048145991,360.879759620925,33.5766777463226,16.6735163301269,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1998,252.419904773088,177.32158383084,568.755775577558,367.860449945508,33.465672293236,16.1125871029216,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1999,238.642830257414,190.303285000029,622.749174917492,356.162164830974,36.2596688221438,16.0548758792336,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
2000,309.708345311769,197.809351962607,816.765094156474,411.83198649424,41.2957712345282,16.1122729424662,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
2001,276.924619452403,191.26030360681,478.235533980583,291.24500043963,30.6399748342766,14.5630830335137,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
2002,280.873769589798,192.520502082183,515.771067961165,472.54345429305,30.1219934589755,19.4571461090989,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
2003,297.976930241088,198.96477836494,669.321262135922,407.842789639279,38.6132721743252,17.6141241156059,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
2004,245.596843803463,154.833302718779,670.714563106796,384.468302323995,38.437367987393,16.8939793883664,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
2005,293.013068964642,187.010268909894,663.028004667445,224.617672517336,38.7319825544323,11.2925766353285,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
2006,239.984009242777,167.823244033071,712.096019417476,441.112054124263,41.0469027430637,17.4016546084945,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
2007,310.462780626598,228.25586203107,665.462233009709,321.374467467972,37.1622443911671,14.8293503927081,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
2008,257.742804397602,188.710139825204,777.707110938411,329.739047184577,42.1802297275645,13.7728615121471,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
2009,289.15580018122,196.778373587311,657.156723668869,436.931978803941,36.0603915622694,18.0541280868968,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
2010,307.246153075679,186.148899723893,667.713855421687,284.310524983761,36.617524376753,13.1637430078617,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
2011,316.780925949941,203.520330276131,768.41499902856,357.852135262087,41.3959886689045,16.4179177467218,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
2012,340.00272467689,223.563863662528,678.890476190476,358.472755279762,37.0895414033661,15.9816778346366,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
2013,283.433439561132,189.846357884675,725.143245869776,419.203709181541,42.1007519844493,16.402430058036,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
2014,358.857960028563,219.515863960763,758.505044328951,351.563823172319,43.1172640482585,13.5530588631103,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
2015,293.473347255971,207.652625277065,972.277878787879,383.868674807386,50.940198850945,13.6934980973899,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
2016,327.399984668789,177.341724957356,807.337752335041,404.298864696733,46.0426227904158,16.00426039567,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
2017,295.441763919271,230.893710293881,856.125309789343,344.082900357779,46.1616823722953,15.2296239161416,"Sor","auc","Sorauc","Sorbus_aucuparia","europe"
1980,254.586225534917,112.690680975351,730.635360678925,293.25442687099,43.8397627171503,13.4556525634533,"Til","cor","Tilcor","Tilia_cordata","europe"
1981,331.38369389578,142.208656329193,708.858415841584,211.533184890418,40.7821636226596,10.554137415932,"Til","cor","Tilcor","Tilia_cordata","europe"
1982,312.797646025307,134.724367281111,858.257425742574,388.114623922327,49.0367531644936,12.9458876926628,"Til","cor","Tilcor","Tilia_cordata","europe"
1983,410.146136614726,199.959659479707,762.893352192362,222.765132847357,43.6760334237423,11.3040735654159,"Til","cor","Tilcor","Tilia_cordata","europe"
1984,374.044628649332,134.126252892907,725.541301272984,316.591508432652,39.1556812175006,14.2863901442908,"Til","cor","Tilcor","Tilia_cordata","europe"
1985,331.079776281674,165.851821757609,658.575954738331,283.282152085007,38.5600338995188,13.7841144101547,"Til","cor","Tilcor","Tilia_cordata","europe"
1986,386.731802400866,178.684477592813,793.918528995757,348.595487984927,43.0250730112395,13.5364630468483,"Til","cor","Tilcor","Tilia_cordata","europe"
1987,292.387011358288,111.763043108181,733.797736916549,364.905083317233,40.8562303328051,16.3058063585344,"Til","cor","Tilcor","Tilia_cordata","europe"
1988,341.710436999215,126.27911068237,598.099717114569,322.798483501215,37.9742221479268,16.0976213102725,"Til","cor","Tilcor","Tilia_cordata","europe"
1989,398.4214214959,160.253137853708,774.998444130127,259.561368850636,43.2763625599369,12.1274034417779,"Til","cor","Tilcor","Tilia_cordata","europe"
1990,379.871197484488,189.6623375758,704.637057991513,318.319048520847,41.3380766852112,13.9354369291098,"Til","cor","Tilcor","Tilia_cordata","europe"
1991,331.889477039039,145.303966570872,713.426166902404,310.7542605497,41.2750021065672,13.6653845253002,"Til","cor","Tilcor","Tilia_cordata","europe"
1992,331.136838859709,147.028111535902,718.019660537482,414.093925300797,40.8588010650362,15.1009537401406,"Til","cor","Tilcor","Tilia_cordata","europe"
1993,401.312596856373,148.925277281491,577.957284299859,338.773603374732,34.8990382308551,16.5889225172335,"Til","cor","Tilcor","Tilia_cordata","europe"
1994,338.96461154752,173.140463481309,775.920367751061,353.294725122701,44.3699667967804,14.7163028481296,"Til","cor","Tilcor","Tilia_cordata","europe"
1995,411.369221330059,157.700785586685,564.883026874116,163.358674144085,36.5166988480714,8.70334529092384,"Til","cor","Tilcor","Tilia_cordata","europe"
1996,358.175529546616,170.448732153411,849.067609618105,278.410074771695,44.8639698670278,10.4182566241768,"Til","cor","Tilcor","Tilia_cordata","europe"
1997,315.917648390818,174.019841298662,683.614285714286,287.454602271185,39.7547923556219,13.859599649424,"Til","cor","Tilcor","Tilia_cordata","europe"
1998,366.260631623656,154.667599791313,692.368882602546,250.398910081667,39.1131824140941,11.4828310822735,"Til","cor","Tilcor","Tilia_cordata","europe"
1999,355.882133062465,168.608101999159,711.380905233381,317.557171419138,41.7968940650351,13.3933556708454,"Til","cor","Tilcor","Tilia_cordata","europe"
2000,433.484821481611,177.2007364009,958.31117397454,328.054191482338,47.2941877217263,12.8310596051835,"Til","cor","Tilcor","Tilia_cordata","europe"
2001,398.422728380532,159.760751351324,559.500282885431,193.743546910238,35.4746149028174,9.82696733464216,"Til","cor","Tilcor","Tilia_cordata","europe"
2002,398.377384375405,177.93843541372,671.098585572843,405.79914323462,37.698391879995,16.0865030682522,"Til","cor","Tilcor","Tilia_cordata","europe"
2003,417.246635361798,177.483058201328,793.540594059406,376.37397901331,45.0523714763506,15.26553524477,"Til","cor","Tilcor","Tilia_cordata","europe"
2004,343.440438892423,138.481994503751,822.087694483734,273.99257789814,45.5505938013579,11.9189080580235,"Til","cor","Tilcor","Tilia_cordata","europe"
2005,407.042875628774,164.371124424292,718.415484968803,179.362352695327,42.7930597722202,8.78109036589997,"Til","cor","Tilcor","Tilia_cordata","europe"
